#1.2
56238	53
Name	Description	Adipose - Subcutaneous	Adipose - Visceral (Omentum)	Adrenal Gland	Artery - Aorta	Artery - Coronary	Artery - Tibial	Bladder	Brain - Amygdala	Brain - Anterior cingulate cortex (BA24)	Brain - Caudate (basal ganglia)	Brain - Cerebellar Hemisphere	Brain - Cerebellum	Brain - Cortex	Brain - Frontal Cortex (BA9)	Brain - Hippocampus	Brain - Hypothalamus	Brain - Nucleus accumbens (basal ganglia)	Brain - Putamen (basal ganglia)	Brain - Spinal cord (cervical c-1)	Brain - Substantia nigra	Breast - Mammary Tissue	Cells - EBV-transformed lymphocytes	Cells - Transformed fibroblasts	Cervix - Ectocervix	Cervix - Endocervix	Colon - Sigmoid	Colon - Transverse	Esophagus - Gastroesophageal Junction	Esophagus - Mucosa	Esophagus - Muscularis	Fallopian Tube	Heart - Atrial Appendage	Heart - Left Ventricle	Kidney - Cortex	Liver	Lung	Minor Salivary Gland	Muscle - Skeletal	Nerve - Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin - Not Sun Exposed (Suprapubic)	Skin - Sun Exposed (Lower leg)	Small Intestine - Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood
ENSG00000224620.2	MEF2AP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236539.3	HNRNPA1P54	0	0	0.005806	0	0	0	0.004568	0	0	0.003085	0	0	0	0	0	0.003164	0.001784	0.002231	0	0	0	0.001971	0.001134	0.0009379	0	0	0	0	0	0	0.007933	0	0	0.005374	0	0	0	0	0	0.003017	0	0.003826	0	0.001552	0	0	0	0	0.06616	0.00243	0	0	0
ENSG00000269064.1	AL160286.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261250.1	RP11-545A16.1	0	0	0.01019	0	0	0	0.02963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06414	0	0	0	0	0	0	0.258	0	0	0	0	0	0	0	0	0	0	0	0.03221	0	0.0398	0.1369	0	0	0	0
ENSG00000116218.8	NPHS2	0	0	0.01143	0	0	0	0.2634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05171	0	0	0	0	0	0	82.98	0	0	0	0	0	0	0	0.1949	0	0	0	0.02779	0.05714	0.032	1.339	0	0	0	0
ENSG00000251875.1	RNU5F-2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227141.2	RP11-545A16.3	0.437	0.1233	0.08326	0.1053	0.128	0.3082	0.09013	0.06768	0.09675	0.1096	0.01234	0.01709	0.08667	0.09317	0.05037	0.08699	0.1741	0.08409	0.01949	0.0282	0.2571	0	0.01198	0.03817	0.05185	0.02513	0.09328	0.08046	0.02567	0.0822	0.06309	0.02117	0	0.1336	0	0.02856	0.06301	0.01013	0.09147	0.02434	0.08517	0.4542	0.1106	0.052	0.08933	0.1199	0.0267	0.08248	6.066	0.1231	0.0187	0.03699	0
ENSG00000261060.1	RP11-545A16.4	0.1859	0.07587	0.0664	0.07355	0.07143	0.1205	0	0.08264	0.1008	0.1496	0	0	0.06858	0.07833	0.07	0.1308	0.1481	0.1549	0.02152	0.05255	0.1304	0	0	0.01754	0.05512	0	0.0444	0.04014	0	0.04126	0	0	0	0.1002	0	0	0.02813	0	0.0506	0	0.04678	0.1513	0.06005	0.03366	0.04555	0.07063	0.0308	0.04679	1.251	0.0802	0	0	0
ENSG00000162782.11	TDRD5	0.0929	0.05073	0.1002	0.02371	0.02681	0.05346	0.3259	0.2273	0.1831	0.7677	0.03348	0.05264	0.2687	0.3181	0.1792	0.3563	0.974	0.5447	0.03983	0.2057	0.6669	0	0	0.03154	0.05522	0.02089	0.3206	0.01876	0.1908	0.01313	0.08298	0.009559	0	0.3254	0	0.03409	0.3911	0	0.04909	0.01872	0.07076	1.531	0.2485	0.1556	0.1806	0.2032	0.02644	0.1248	11.59	0.5147	0	0.0521	0
ENSG00000221547.1	AL359853.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243062.1	RP11-12M5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1197	0	0	0	0	0	0	18.12	0	0	0	0
ENSG00000143340.6	FAM163A	0	0.09507	0.0486	0.01081	0.01131	0	0.04095	0.2257	1.298	0.05997	0.2074	0.2507	1.425	1.031	0.04571	0.3913	0.6682	0.4224	0.05183	0.03078	0.007769	0	0	0	0.01539	1.17	0.4686	0.09526	0.01203	0.1653	0.06076	0.07811	0.1118	0.02461	0.05269	0	0	0.02333	0	0.07437	0.02631	22.87	0.1011	0	0	0.5841	0.05408	0.2338	13.87	0.272	0.01257	0.01323	0
ENSG00000229407.1	RP11-12M5.3	0	0.04245	0.04579	0	0	0	0	0.2141	0.7861	0.03262	0.1308	0.1795	0.899	0.6079	0.02927	0.2696	0.3177	0.3374	0.02124	0	0	0	0	0	0	0.6855	0.2991	0.06446	0	0.09599	0.01113	0.03039	0.05068	0	0	0	0	0.02627	0	0.02864	0	14.47	0.06809	0	0	0.3622	0.101	0.1517	5.527	0.1044	0	0	0
ENSG00000231966.1	RP11-12M5.4	0	0.04468	0.05084	0	0	0	0	0	0	0.02555	0.05489	0.05694	0.01313	0	0	0	0.03913	0	0.02847	0.0329	0	0	0	0.0232	0	0.04422	0.03571	0	0	0.04492	0.03535	0	0	0	0.05148	0.06024	0	0.05817	0.0503	0	0	0.06408	0.05201	0	0	0.05397	0.0721	0	1.63	0	0	0	0.06083
ENSG00000169905.8	TOR1AIP2	2.021	2.683	4.605	1.982	2.026	1.436	2.321	1.636	1.808	1.773	2.399	2.16	1.705	1.864	1.638	2.102	1.837	1.555	1.648	1.728	2.079	2.18	3.214	1.902	1.922	2.064	2.248	2.099	3.142	2.027	2.482	1.379	1.423	2.041	4.254	3.37	2.048	1.938	2.759	3.02	2.192	3.239	2.366	3.081	2.901	4.163	2.601	2.641	3.015	2.664	2.136	2.368	2.208
ENSG00000272906.1	RP11-533E19.7	0.2375	0.2377	0.4245	0.4371	0.4087	0.34	0.9098	0.6896	0.4863	0.7137	1.066	1.031	0.5886	0.4442	0.8907	0.8271	0.7426	0.7165	1.19	0.9587	0.3396	0.998	0.2196	0.6207	1.257	0.6531	0.7779	0.534	0.6712	0.5748	0.4083	0.2048	0.2449	1.168	0.426	0.6136	0.6147	0.4166	0.8636	1.079	0.3721	2.231	0.9758	0.3676	0.361	1.357	2.497	0.8763	3.728	1.12	0.9307	0.7291	1.021
ENSG00000143337.14	TOR1AIP1	9.009	8.796	7.028	11.55	11.11	12.64	12.38	4.589	4.478	5.053	3.851	3.854	4.095	4.307	3.97	5.044	5.175	4.241	5.164	4.899	8.425	6.188	8.635	9.565	10.94	13.46	6.205	13.69	5.351	13.79	9.896	6.007	3.52	4.648	3.081	7.903	6.328	7.017	8.381	11.6	3.725	6.846	8.372	5.115	5.145	5.453	7.204	6.765	7.985	9.522	10.92	7.88	5.613
ENSG00000264916.1	RN7SL230P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07274	0	0	0	0
ENSG00000261831.2	RP11-533E19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.284	0	0	0	0
ENSG00000260360.1	RP11-533E19.5	0.1736	0.1328	0.1873	0.09466	0.1121	0.08244	0.07155	0.2172	0.1571	0.207	0.1223	0.1353	0.1698	0.1539	0.2274	0.1965	0.1582	0.188	0.2594	0.2668	0.1561	0.1904	0.09199	0.05437	0.1088	0.1023	0.08078	0.1177	0.08952	0.101	0.1729	0.102	0.1069	0.06897	0.1045	0.08828	0.07052	0.1098	0.2369	0.1156	0.04904	0.2345	0.09952	0.0797	0.08567	0.1526	0.2248	0.1068	2.93	0.09408	0.1312	0.107	0.07877
ENSG00000135837.11	CEP350	5.246	3.808	2.963	3.617	4.055	4.699	6.075	2.103	1.898	2.324	4.359	5.57	2.577	2.027	1.992	2.28	2.356	2.003	3.364	2.577	4.403	7.523	4.487	4.031	4.274	4.13	3.356	3.997	3.483	3.972	4.288	2.431	1.988	2.161	1.519	4.055	3.486	6.183	5.63	5.156	2.291	5.095	3.72	4.387	4.603	4.717	3.787	3.741	13.85	4.076	4.654	4.413	1.783
ENSG00000235145.2	RP11-533E19.3	0.04606	0.04502	0.02066	0.02882	0.03701	0	0	0.03625	0	0.03281	0.04418	0.05946	0.03041	0.007128	0	0.01909	0	0.01555	0.04157	0.03756	0.03557	0.0345	0.02916	0.06869	0	0.02665	0.04213	0	0.02136	0.01875	0.04851	0.02365	0.03181	0.03224	0.04643	0.06961	0.04778	0.01529	0.04833	0.08212	0	0.1175	0.08653	0.06709	0.04258	0.04652	0.06433	0.03914	0.2348	0.04921	0.04483	0.03903	0.05112
ENSG00000223450.1	RP11-52I18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261817.1	RP11-502H18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1179	0	0	0	0
ENSG00000116260.12	QSOX1	10.56	14.85	14.32	26.97	27.98	14.01	40.45	3.031	4.045	3.868	4.457	6.036	5.316	5.083	3.894	5.587	4	3.463	9.616	4.283	11.88	3.508	36.01	19.76	15.92	13.66	20.12	16.82	33.62	14.84	22.56	30.01	11.42	11.09	5.768	45.55	18.89	7.531	9.88	40.08	13.09	13.87	16.16	12.92	15.9	16.01	11.67	33.44	37.75	7.258	15.78	22.77	17.33
ENSG00000121454.4	LHX4	0.3925	0.342	0.493	0.4074	0.3938	0.2864	0.6175	0.1766	0.2048	0.2351	1.306	1.635	0.3496	0.2505	0.1906	0.2297	0.2814	0.1631	0.2327	0.1547	0.4989	0.7461	0.6052	0.6539	0.637	0.4488	0.7223	0.4082	0.5348	0.3869	0.5784	0.2202	0.1783	0.4487	0.2135	0.5633	0.5995	0.1281	0.7262	0.9964	0.6567	1.26	0.7091	0.5488	0.4912	0.8175	0.6484	0.4904	1.622	0.9855	0.8745	0.772	0.3264
ENSG00000230124.2	RP5-1180C10.2	1.572	1.641	2.027	1.643	1.814	1.254	2.441	1.257	1.377	1.872	7.76	8.434	1.986	1.422	1.43	1.821	2.21	1.513	1.377	1.16	2.28	2.173	1.791	2.853	3.614	2.028	2.758	1.7	1.82	1.432	3.282	0.8883	0.6453	2.615	1.549	2.523	2.733	0.4042	3.099	4.271	2.285	6.625	4.296	2.233	2.13	3.174	6.493	1.991	4.136	5.323	3.346	2.855	1.991
ENSG00000135847.5	ACBD6	10.41	8.14	9.234	9.927	9.1	10.79	10.68	5.419	5.882	6.044	10.07	9.418	7.088	7.18	5.583	5.752	6.248	5.165	5.756	4.986	10.18	19.94	14.12	12.16	11.01	10.61	6.852	9.139	7.003	8.997	9.677	6.316	5.215	8.216	3.319	9.008	7.906	5.115	13.52	13.19	6.225	8.801	9.415	10.23	10.9	6.68	8.559	6.845	24.39	9.506	11.94	10.02	2.689
ENSG00000235060.1	VDAC1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265435.1	MIR3121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206905.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266683.1	AL358354.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236719.2	RP11-522D2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4381	0.8145	0	0	0	0.01652	0	0	0	0	0.0281	0	0	0	0	0	0	0.1191	0	0	0	0
ENSG00000143324.9	XPR1	3.611	3.227	4.297	4.662	2.955	3.248	4.76	2.59	3.337	2.924	3.97	3.325	3.256	4.212	2.448	5.022	3.493	2.404	1.883	2.857	3.715	4.119	3.444	2.94	3.362	2.581	3.247	3.049	2.587	3.149	3.305	3.974	7.495	3.291	0.9789	4.34	3.614	1.806	3.172	3.046	3.015	4.049	3.161	2.163	2.103	4.238	2.691	1.493	5.85	3.894	3.38	2.527	1.255
ENSG00000272292.1	U6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266825.1	AL590085.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225857.1	RP11-46A10.2	0	0	0	0	0	0	0	0	0	0	0	0.02274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01786	0	0.01354	0	0.01838	0.03016	0	0.01567	0	0	0	0	0.02353	0.06188	0.02435	0	0	0.02366	0.02842	0	0.2107	0.02238	0	0	0
ENSG00000135835.6	KIAA1614	1.433	0.8953	0.2445	1.594	1.518	1.57	1.585	0.7117	1.005	0.7456	5.592	5.975	1.374	1.214	0.7223	0.4918	0.6749	0.5848	0.4357	0.4906	1.107	0.5743	1.067	1.78	2.013	2.217	0.7575	2.248	0.5017	2.327	1.929	1.32	0.7257	1.227	0.07988	1.016	0.4758	0.2311	2.335	1.834	0.1938	0.5009	1.428	0.5173	0.6098	0.6378	0.703	0.3909	0.6366	2.197	2.534	1.414	0.109
ENSG00000243155.1	RP11-46A10.5	0.4336	0.3597	0.2411	0.6141	0.5174	0.4571	0.5504	0.5233	0.5584	0.5707	1.377	1.643	0.8107	0.6306	0.5875	0.5131	0.5168	0.5207	0.411	0.452	0.4636	0.5497	0.2631	0.6902	0.7571	0.4796	0.468	0.4503	0.5786	0.411	0.7548	0.2916	0.279	0.6688	0.169	0.7257	0.3202	0.4362	0.8104	0.9194	0.1764	0.718	0.9068	0.4851	0.4239	0.7919	1.071	0.3191	0.4246	1.263	0.7343	0.6368	0.4647
ENSG00000232586.1	RP11-46A10.4	0.3349	0.2144	0.1112	0.3267	0.3324	0.2972	0.4866	0.08962	0.1063	0.1561	1.483	1.849	0.1769	0.08638	0.1049	0.1647	0.1583	0.1235	0	0.07355	0.2258	0.1902	0.1807	0.1842	0.468	0.6448	0.2617	0.6056	0.1524	0.5652	0.2516	0.2962	0.1524	0.3219	0	0.2329	0.09834	0.1107	0.5323	0.5694	0.08491	0.4498	0.4893	0.0889	0.1398	0.2444	0.1987	0.1225	0.5114	0.4167	0.6632	0.3876	0.1682
ENSG00000251520.1	RP11-46A10.6	0.09637	0.07243	0.03187	0.1007	0.08882	0.09979	0.212	0.06279	0.069	0.07442	0.7105	0.8398	0.1256	0.1032	0.05923	0.03948	0.05989	0.04342	0.04446	0.0292	0.06808	0.0927	0.07131	0.1355	0.1273	0.1381	0.0859	0.1476	0.06722	0.1483	0.2335	0.05876	0.06067	0.07192	0	0.09521	0.06333	0.03375	0.1462	0.1411	0	0.04503	0.08415	0.06999	0.0713	0.07479	0.04005	0.05264	0.0939	0.102	0.1706	0.1197	0.02449
ENSG00000270711.1	RP11-46A10.8	0.05453	0	0	0.05125	0.05096	0.06664	0.1313	0	0.02913	0.0498	0.4979	0.6731	0.0453	0.05832	0	0	0.03636	0.02837	0	0.02965	0.03736	0.07172	0.0447	0.1148	0	0.09802	0.04523	0.1001	0.04206	0.1058	0.1242	0	0	0	0	0.05091	0.04086	0	0.1215	0.1044	0	0	0.07783	0.04752	0.03732	0.05264	0.05347	0	0	0.09628	0.1286	0.07739	0
ENSG00000234237.2	AL162431.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135823.9	STX6	5.727	4.692	3.415	5.322	4.917	4.795	5.703	5.534	6.301	6.261	12.33	10.76	7.131	7.975	6.386	5.113	6.396	5.414	5.471	4.834	5.243	8.99	7.11	5.603	6.173	3.908	3.449	3.903	9.224	4.168	4.564	2.672	1.353	3.668	1.329	6.903	4.64	1.186	8.464	5.391	1.379	3.497	5.156	7.601	7.842	3.813	5.3	2.784	4.004	6.396	5.089	7.872	5.288
ENSG00000153029.10	MR1	2.904	2.428	4.027	5.701	4.685	4.529	5.929	0.7176	0.7148	1.127	0.1728	0.3142	0.7732	0.7049	0.6265	0.6223	1.094	0.8885	0.6046	0.6455	2.967	10.35	5.246	3.319	3.555	2.968	1.87	3.467	3.075	3.398	3.969	1.773	0.5488	2.821	0.9945	4.743	2.606	0.3804	2.496	3.498	0.812	4.663	3.546	3.174	3.341	2.939	4.963	1.616	0.8305	3.941	3.574	3.267	4.004
ENSG00000162783.8	IER5	8.141	12.74	7.057	19.49	11.17	6.639	10.87	3.753	5.497	3.282	7.265	7.343	11.42	11.12	4.216	4.621	3.958	2.823	4.347	3.44	11.34	58.17	27.69	11.75	8.786	7.485	12.6	8.616	26.79	9.033	30.96	20.92	10.83	4.842	3.487	22.92	8.316	18.93	7.149	2.997	4.029	5.121	7.209	25.37	25.28	13.56	49.15	6.647	9.489	6.71	15.62	15.99	10.34
ENSG00000272198.1	RP11-309G3.3	0.1626	0.3933	0.2221	0.5891	0.4836	0.1892	0.2197	0.423	0.7839	0.2763	0.994	0.8229	1.371	1.743	0.4207	0.4442	0.3734	0.2156	0.1933	0.1986	0.2764	1.565	1.511	0.4053	0.3475	0.2493	0.3338	0.2701	0.7199	0.2638	0.7468	0.9006	0.4475	0.2007	0.09807	0.6365	0.2279	0.3183	0.3047	0.1165	0.1858	0.1779	0.2921	0.3983	0.4494	0.3356	1.478	0.2269	0.3866	0.2656	0.6395	0.5596	0.1689
ENSG00000237292.1	RP11-540K16.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007713	0.01884	0.01549	0	0	0	0	0.4864	0.02721	0	0	0	0	0	0	0	0	0.02573	0	0	0	0.03935	0	0	0	0	0	0.04801	0	0	0	0.05327	0.0715	0	0.08977	0	0	0	0
ENSG00000225359.1	RP11-540K16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03666	0	0	0	0
ENSG00000179452.2	RP11-380B22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198216.6	CACNA1E	0.009085	0.02451	0.006812	0.00346	0.004466	0.002963	0.00309	2.763	4.306	6.782	2.477	2.766	5.442	5.004	3.456	3.083	10.32	4.85	0.2519	0.9952	0.01096	1.946	0.001578	0.005226	0.001518	0.08814	0.03097	0.02588	0.009568	0.0272	0.04132	0.06706	0.0216	0.1638	0.004632	0.04967	0.004594	0.004262	0.01869	0.003213	0.004352	0.07365	0.006026	0.01126	0.01045	0.04425	0.2189	0.02772	0.5668	0.02544	0.009743	0.008	0.7348
ENSG00000252977.1	RNA5SP70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272880.1	RP11-33M22.2	0	0	0	0	0	0	0	0.7608	0.862	1.569	0.1345	0.1596	0.7467	0.6172	1.15	0.7722	1.564	1.344	0.07694	0.3961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05893	0	0	0	0
ENSG00000222397.1	RN7SKP229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179930.5	ZNF648	0	0	0	0	0	0	0.0176	0.01356	0.01429	0.02332	0.006936	0.01163	0.01782	0.01159	0.009232	0.02651	0.01685	0.03189	0.009354	0.01346	0.02429	0	0	0.02391	0.01119	0	0.01005	0	0	0	0.01195	0	0	0.003657	0.08183	0	0.0425	0.007631	0.0571	0.1687	0.02795	0.1631	0.004389	0.07044	0.04944	0	0	0.01888	0.5063	0.01109	0.009229	0.01103	0
ENSG00000224810.1	RP11-538D16.2	0	0	0	0	0	0	0	0.0186	0.01621	0.0403	0	0	0.01757	0.02027	0.01465	0.04242	0.03141	0.03955	0.01359	0.02236	0.01896	0	0	0.02332	0.01808	0	0	0	0	0	0	0	0	0.01656	0.05967	0	0.03698	0	0.02629	0.3509	0.01344	0.1743	0	0.0439	0.02198	0	0.01222	0	0.1484	0.02141	0.01473	0	0
ENSG00000225982.1	RP11-538D16.3	0	0	0	0	0	0	0.01599	0	0	0.02065	0	0	0	0	0	0	0.02125	0.0276	0	0	0	0.02058	0	0	0	0	0.02917	0	0.03126	0	0	0	0	0.02396	0	0	0.08102	0	0	0	0	0	0.05841	0.05908	0.06063	0	0	0.05394	0.1727	0	0	0.03151	0
ENSG00000232309.1	GS1-122H1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1844	0	0	0	0
ENSG00000228918.3	GS1-122H1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006258	0	0	0	0	0	0.007888	0	0	0	0.00698	0	0	0	0.03397	0	0.03417	0	0.01593	0	0	0	0	0.009476	0.006103	0	0	0.00784	0.6034	0	0	0.005302	0
ENSG00000232096.1	GS1-122H1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206764.1	RNU6-152P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228664.1	RP11-416K24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.568	0	0	0	0
ENSG00000231684.2	RP11-416K24.2	1.145	1.283	0.95	0.8269	0.7884	0.9725	0.9826	0.4136	0.539	0.6205	0.6469	0.8137	0.6059	0.5943	0.3819	0.568	0.5639	0.5347	0.5769	0.5547	1.174	1.775	1.707	0.6709	0.6814	0.9801	0.9133	1.004	1.001	1.019	1.086	1.259	1.159	0.9269	0.4422	1.053	1.26	2.218	0.9237	1.138	0.9545	1.026	0.5102	0.8477	0.9254	0.8628	0.8803	1.073	1.109	0.7107	0.9233	1.004	0.7602
ENSG00000135821.12	GLUL	254.3	240.4	29.84	55.31	86.22	109.7	135.4	136.5	222.3	175.3	48.4	75.62	216.9	180.2	113.3	122.5	190.1	161	128	130.8	170.2	8.103	57.19	89.98	89.87	66.99	69.95	162.3	74.14	157.9	152.5	33.32	30.24	21.65	29.24	146.2	131	289.7	422	195.5	51.76	26	47.74	86.24	98.3	53.89	120.8	263.3	95.99	112.4	56.18	167.7	99.1
ENSG00000203730.2	TEDDM1	0.01508	0.01071	0	0.01479	0.01681	0.01377	0.01301	0	0.009962	0.01231	0.1189	0.1542	0	0.005008	0	0.009557	0.02154	0.01167	0	0	0.04438	0.01227	0	0.08576	0.05857	0.02552	0.02827	0.01511	0.02903	0.01436	0.03539	0	0	0.03069	0	0.01782	0.04137	0.009789	0.04567	0.1358	0.02424	0.06698	0.08337	0.03302	0.03981	0.01441	0.02106	0	0.4479	0.05701	0.09863	0.07574	0.02187
ENSG00000203729.4	LINC00272	0	0	0	0	0	0	0	0	0	0	0.02995	0.04713	0	0	0	0	0	0	0	0	0	0	0	0.02723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02487	0	0	0.03359	0	0	0	0	0	0.8849	0	0.03012	0	0
ENSG00000270443.1	RP1-223H12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233537.1	TEDDM1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1703	0	0	0	0
ENSG00000121446.13	RGSL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003208	0	0.004441	0	0	0	0	0.005318	0	0.004225	0	0	0	0.01009	0	0	0	0	0	0	0	0.006025	0	0	0	0	0	7.011	0	0	0.002068	0
ENSG00000135828.7	RNASEL	2.341	2.428	2.945	2.594	2.962	1.947	3.953	0.9397	1.089	1.253	0.3637	0.5188	1.007	1.128	0.817	1.196	1.387	1.006	1.194	1.141	2.513	2.978	2.914	3.12	3.853	2.574	3.141	2.557	2.714	2.347	2.911	1.162	0.6799	2.127	0.6074	2.898	2.477	0.4533	3.141	4.906	0.9531	3.35	3.15	1.803	1.756	3.468	4.57	2.363	0.932	3.942	3.318	3.622	3.385
ENSG00000143333.6	RGS16	2.896	16.28	1.621	6.982	4.487	4.687	3.418	2.297	2.347	1.747	2.424	3.499	2.451	2.194	1.808	7.525	1.837	1.691	6.719	6.656	2.843	23.14	0.6599	0.9696	1.409	5.776	2.092	3.19	1.387	2.377	7.859	1.594	1.272	4.278	2.529	12.99	2.589	0.5043	2.943	1.653	2.647	25.87	1.71	2.439	1.698	1.801	4.417	2.096	0.7419	34.15	1.321	1.509	0.3524
